################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.2083222630183543E-01 a       293     0    20     1     8
  5.0999203958422012E-01 a       294     0    20     1     9
  4.2743835250153167E-01 a       295     0    20     1    10
  5.7007792897124279E-02 a       296     0    20     1    11
 -7.5117099669398812E-01 a       297     0    20     1    12
  1.1361943693713559E+00 a       298     0    20     1    13
 -7.7050442626625171E-01 a       299     0    20     1    14
  4.1568801439756203E-01 a       300     0    20     1    15
 -2.5995584687789970E+00 a       301     0    21     1     1
  9.1511272720621720E-02 a       302     0    21     1     2
 -1.4773803155048488E+00 a       303     0    21     1     3
 -1.4596789456834034E+00 a       304     0    21     1     4
 -1.0207430436205605E+00 a       305     0    21     1     5
 -7.4078559120148091E-01 a       306     0    21     1     6
 -2.3264119952893972E-01 a       307     0    21     1     7
 -1.1023294477031595E+00 a       308     0    21     1     8
 -1.4101391580616507E+00 a       309     0    21     1     9
  1.1477054317187569E+00 a       310     0    21     1    10
  2.9685134541490234E-03 a       311     0    21     1    11
  5.9226027703424544E-01 a       312     0    21     1    12
  1.6687198408761983E+00 a       313     0    21     1    13
  1.7420264668668075E+00 a       314     0    21     1    14
  7.9498375107350605E-01 a       315     0    21     1    15
  4.9782980413403113E+00 a       316     0    22     1     1
 -7.9874975419360772E-01 a       317     0    22     1     2
  5.2510674555009518E-01 a       318     0    22     1     3
 -3.1260241138834819E+00 a       319     0    22     1     4
  2.9313428533765800E+00 a       320     0    22     1     5
 -1.6447379138598965E+00 a       321     0    22     1     6
  2.7402376685322138E-01 a       322     0    22     1     7
 -6.5534752445617288E+00 a       323     0    22     1     8
 -1.6151914227310558E+00 a       324     0    22     1     9
 -5.9920376859170661E+00 a       325     0    22     1    10
  1.0119261388933118E+00 a       326     0    22     1    11
 -6.7432918211136883E-01 a       327     0    22     1    12
 -6.9541301878262036E+00 a       328     0    22     1    13
  4.7944280936383050E+00 a       329     0    22     1    14
  7.8576188802091913E+00 a       330     0    22     1    15
  2.2970098719082230E-01 a       331     0    23     1     1
 -7.5037879400601848E-01 a       332     0    23     1     2
  6.0299529186731027E-01 a       333     0    23     1     3
 -6.8924365819734079E-01 a       334     0    23     1     4
 -5.1357527027769988E-02 a       335     0    23     1     5
  5.9002020993878013E-01 a       336     0    23     1     6
  6.3408595894910644E-03 a       337     0    23     1     7
 -4.8891004317888126E-01 a       338     0    23     1     8
  2.7489919713272295E+00 a       339     0    23     1     9
  3.4419141462291519E-01 a       340     0    23     1    10
 -5.1219730035403565E-03 a       341     0    23     1    11
  4.0764903194284385E-01 a       342     0    23     1    12
  2.5284293716526102E-01 a       343     0    23     1    13
  4.5182994760797562E-01 a       344     0    23     1    14
  4.1363117675535732E-01 a       345     0    23     1    15
  1.0492700957214154E+00 a       346     0    24     1     1
 -2.3480529021331489E-01 a       347     0    24     1     2
  7.1141343306793658E-01 a       348     0    24     1     3
  6.0166783573881422E-01 a       349     0    24     1     4
  2.1699181153623218E-01 a       350     0    24     1     5
  8.9791358845004932E-01 a       351     0    24     1     6
  8.5690320736117598E-03 a       352     0    24     1     7
  1.5163118005525869E-01 a       353     0    24     1     8
  5.4136234933257510E-01 a       354     0    24     1     9
  1.2377392587173783E+00 a       355     0    24     1    10
 -3.7845403795617259E-02 a       356     0    24     1    11
